Time(s), Pan(degree), ToF(mm)
2112.76,15.0,110.0
2112.96,14.0,108.0
2113.17,13.0,111.0
2113.37,12.0,111.0
2113.57,11.0,111.0
2113.77,10.0,109.0
2113.97,9.0,110.0
2114.18,8.0,111.0
2114.38,7.0,110.0
2114.58,6.0,113.0
2114.78,5.0,109.0
2114.98,4.0,113.0
2115.18,3.0,119.0
2115.39,2.0,117.0
2115.59,1.0,121.0
2115.79,0.0,121.0
2115.99,-1.0,123.0
2116.19,0.0,124.0
2116.39,1.0,121.0
2116.59,2.0,118.0
2116.8,3.0,116.0
2117.0,4.0,114.0
2117.2,5.0,115.0
2117.4,6.0,111.0
2117.6,7.0,109.0
2117.81,8.0,109.0
2118.01,9.0,112.0
2118.21,10.0,112.0
2118.41,11.0,111.0
2118.61,12.0,112.0
2118.81,13.0,111.0
2119.01,14.0,106.0
2119.22,15.0,106.0
2119.42,16.0,110.0
2119.62,17.0,107.0
2119.82,18.0,107.0
2120.02,19.0,105.0
2120.22,20.0,106.0
2120.43,21.0,105.0
2120.63,22.0,103.0
2120.83,23.0,104.0
2121.03,24.0,104.0
2121.23,25.0,105.0
2121.44,26.0,105.0
2121.64,27.0,103.0
2121.84,28.0,102.0
2122.04,29.0,105.0
2122.24,30.0,101.0
2122.44,31.0,102.0
2122.65,32.0,101.0
2122.85,33.0,103.0
2123.05,34.0,105.0
2123.25,35.0,104.0
2123.45,36.0,100.0
2123.65,37.0,101.0
2123.86,38.0,103.0
2124.06,39.0,103.0
2124.26,40.0,102.0
2124.46,41.0,101.0
2124.66,42.0,100.0
2124.86,43.0,99.0
2125.07,44.0,102.0
2125.27,45.0,106.0
2125.47,46.0,104.0
2125.67,47.0,115.0
2125.87,48.0,114.0
2126.07,49.0,129.0
2126.28,50.0,139.0
2126.48,51.0,145.0
2126.68,52.0,159.0
2126.88,53.0,170.0
2127.08,54.0,175.0
2127.28,55.0,272.0
2127.49,56.0,274.0
2127.69,57.0,432.0
2127.89,58.0,399.0
2128.09,59.0,8190.0
2128.29,60.0,592.0
2128.5,61.0,642.0
2128.7,62.0,563.0
2128.9,63.0,8190.0
2129.1,64.0,556.0
2129.3,65.0,8190.0
2129.5,66.0,525.0
2129.7,67.0,592.0
2129.91,68.0,570.0
2130.11,69.0,505.0
2130.31,70.0,424.0
2130.51,71.0,8190.0
2130.71,72.0,324.0
2130.92,73.0,261.0
2131.12,74.0,222.0
2131.32,75.0,209.0
2131.52,76.0,169.0
2131.72,77.0,162.0
2131.92,78.0,142.0
2132.13,79.0,150.0
2132.33,80.0,136.0
2132.53,81.0,136.0
2132.73,82.0,129.0
2132.93,83.0,115.0
2133.13,84.0,119.0
2133.34,85.0,118.0
2133.54,86.0,133.0
2133.74,87.0,116.0
2133.94,88.0,135.0
2134.14,89.0,134.0
2134.34,90.0,156.0
2134.55,91.0,153.0
2134.75,90.0,164.0
2134.95,89.0,154.0
2135.15,88.0,129.0
2135.35,87.0,145.0
2135.55,86.0,114.0
2135.76,85.0,126.0
2135.96,84.0,131.0
2136.16,83.0,118.0
2136.36,82.0,120.0
2136.56,81.0,119.0
2136.76,80.0,141.0
2136.97,79.0,150.0
2137.17,78.0,162.0
2137.37,77.0,173.0
2137.57,76.0,164.0
2137.77,75.0,220.0
2137.97,74.0,206.0
2138.18,73.0,282.0
2138.38,72.0,339.0
2138.58,71.0,8190.0
2138.78,70.0,489.0
2138.98,69.0,8190.0
2139.19,68.0,531.0
2139.39,67.0,8190.0
2139.59,66.0,586.0
2139.79,65.0,579.0
2139.99,64.0,534.0
2140.19,63.0,588.0
2140.4,62.0,595.0
2140.6,61.0,578.0
2140.8,60.0,528.0
2141.0,59.0,577.0
2141.2,58.0,437.0
2141.4,57.0,394.0
2141.6,56.0,278.0
2141.81,55.0,237.0
2142.01,54.0,194.0
2142.21,53.0,170.0
2142.41,52.0,156.0
2142.61,51.0,143.0
2142.82,50.0,132.0
2143.02,49.0,124.0
2143.22,48.0,120.0
2143.42,47.0,110.0
2143.62,46.0,108.0
2143.82,45.0,103.0
2144.03,44.0,102.0
2144.23,43.0,99.0
2144.43,42.0,101.0
2144.63,41.0,102.0
2144.83,40.0,101.0
2145.03,39.0,104.0
2145.24,38.0,102.0
2145.44,37.0,102.0
2145.64,36.0,103.0
2145.84,35.0,104.0
2146.04,34.0,107.0
2146.25,33.0,103.0
2146.45,32.0,102.0
2146.65,31.0,104.0
2146.85,30.0,104.0
2147.05,29.0,104.0
2147.25,28.0,104.0
2147.45,27.0,104.0
2147.66,26.0,104.0
2147.86,25.0,104.0
2148.06,24.0,104.0
2148.26,23.0,107.0
2148.46,22.0,109.0
2148.66,21.0,106.0
2148.87,20.0,106.0
2149.07,19.0,106.0
2149.27,18.0,104.0
2149.47,17.0,106.0
2149.67,16.0,110.0
2149.87,15.0,110.0
2150.08,14.0,108.0
2150.28,13.0,110.0
2150.48,12.0,109.0
2150.68,11.0,109.0
2150.88,10.0,110.0
2151.09,9.0,113.0
2151.29,8.0,112.0
2151.49,7.0,111.0
2151.69,6.0,114.0
2151.89,5.0,111.0
2152.09,4.0,113.0
2152.29,3.0,115.0
2152.5,2.0,117.0
2152.7,1.0,118.0
2152.9,0.0,123.0
2153.1,-1.0,122.0
2153.3,0.0,122.0
2153.5,1.0,123.0
2153.71,2.0,113.0
2153.91,3.0,113.0
2154.11,4.0,115.0
2154.31,5.0,111.0
2154.51,6.0,110.0
2154.71,7.0,110.0
2154.92,8.0,110.0
2155.12,9.0,109.0
2155.32,10.0,112.0
2155.52,11.0,107.0
2155.72,12.0,110.0
2155.92,13.0,109.0
2156.13,14.0,109.0
2156.33,15.0,109.0
2156.53,16.0,107.0
2156.73,17.0,105.0
2156.93,18.0,107.0
2157.13,19.0,108.0
2157.34,20.0,108.0
2157.54,21.0,104.0
2157.74,22.0,104.0
2157.94,23.0,105.0
2158.14,24.0,105.0
2158.35,25.0,105.0
2158.55,26.0,103.0
2158.75,27.0,105.0
2158.95,28.0,103.0
2159.15,29.0,103.0
2159.35,30.0,103.0
2159.55,31.0,104.0
2159.76,32.0,101.0
2159.96,33.0,103.0
2160.16,34.0,102.0
2160.36,35.0,103.0
2160.56,36.0,105.0
2160.76,37.0,104.0
2160.97,38.0,103.0
2161.17,39.0,103.0
2161.37,40.0,102.0
2161.57,41.0,102.0
2161.77,42.0,99.0
2161.98,43.0,102.0
2162.18,44.0,101.0
2162.38,45.0,106.0
2162.58,46.0,105.0
2162.78,47.0,113.0
2162.98,48.0,115.0
2163.19,49.0,128.0
2163.39,50.0,133.0
2163.59,51.0,145.0
2163.79,52.0,147.0
2163.99,53.0,186.0
2164.19,54.0,186.0
2164.4,55.0,246.0
2164.6,56.0,319.0
2164.8,57.0,317.0
2165.0,58.0,8190.0
2165.2,59.0,542.0
2165.4,60.0,582.0
2165.61,61.0,556.0
2165.81,62.0,593.0
2166.01,63.0,553.0
2166.21,64.0,605.0
2166.41,65.0,8190.0
2166.61,66.0,591.0
2166.82,67.0,8190.0
2167.02,68.0,8190.0
2167.22,69.0,441.0
2167.42,70.0,445.0
2167.62,71.0,364.0
2167.82,72.0,331.0
2168.03,73.0,276.0
2168.23,74.0,237.0
2168.43,75.0,209.0
2168.63,76.0,180.0
2168.83,77.0,162.0
2169.03,78.0,145.0
2169.24,79.0,163.0
2169.44,80.0,139.0
2169.64,81.0,124.0
2169.84,82.0,114.0
2170.04,83.0,125.0
2170.25,84.0,121.0
2170.45,85.0,112.0
2170.65,86.0,117.0
2170.85,87.0,126.0
2171.05,88.0,131.0
2171.25,89.0,132.0
2171.46,90.0,155.0
2171.66,91.0,160.0
2171.86,90.0,153.0
2172.06,89.0,133.0
2172.26,88.0,130.0
2172.46,87.0,122.0
2172.67,86.0,121.0
2172.87,85.0,106.0
2173.07,84.0,134.0
2173.27,83.0,114.0
2173.47,82.0,117.0
2173.67,81.0,115.0
2173.88,80.0,137.0
2174.08,79.0,130.0
2174.28,78.0,151.0
2174.48,77.0,171.0
2174.68,76.0,181.0
2174.88,75.0,197.0
2175.09,74.0,210.0
2175.29,73.0,261.0
2175.49,72.0,259.0
2175.69,71.0,303.0
2175.89,70.0,8190.0
2176.09,69.0,441.0
2176.3,68.0,501.0
2176.5,67.0,559.0
2176.7,66.0,8190.0
2176.9,65.0,567.0
2177.1,64.0,583.0
2177.3,63.0,608.0
2177.51,62.0,8190.0
2177.71,61.0,606.0
2177.91,60.0,589.0
2178.11,59.0,638.0
2178.31,58.0,468.0
2178.51,57.0,386.0
2178.72,56.0,8190.0
2178.92,55.0,235.0
2179.12,54.0,203.0
2179.32,53.0,166.0
2179.52,52.0,163.0
2179.73,51.0,139.0
2179.93,50.0,139.0
2180.13,49.0,121.0
2180.33,48.0,118.0
2180.53,47.0,111.0
2180.73,46.0,105.0
2180.94,45.0,105.0
2181.14,44.0,102.0
2181.34,43.0,102.0
2181.54,42.0,101.0
2181.74,41.0,98.0
2181.94,40.0,102.0
2182.15,39.0,101.0
2182.35,38.0,103.0
2182.55,37.0,104.0
2182.75,36.0,105.0
2182.95,35.0,104.0
2183.15,34.0,105.0
2183.36,33.0,102.0
2183.56,32.0,104.0
2183.76,31.0,103.0
2183.96,30.0,103.0
2184.16,29.0,104.0
2184.36,28.0,105.0
2184.57,27.0,105.0
2184.77,26.0,104.0
2184.97,25.0,105.0
2185.17,24.0,103.0
2185.37,23.0,106.0
2185.57,22.0,105.0
2185.78,21.0,104.0
2185.98,20.0,104.0
2186.18,19.0,108.0
2186.38,18.0,109.0
2186.58,17.0,107.0
2186.78,16.0,107.0
2186.99,15.0,109.0
2187.19,14.0,108.0
2187.39,13.0,109.0
2187.59,12.0,111.0
2187.79,11.0,109.0
2188.0,10.0,111.0
2188.2,9.0,111.0
2188.4,8.0,112.0
2188.6,7.0,111.0
2188.8,6.0,111.0
2189.0,5.0,113.0
2189.2,4.0,113.0
2189.41,3.0,116.0
2189.61,2.0,114.0
2189.81,1.0,120.0
2190.01,0.0,123.0
2190.21,-1.0,123.0
2190.41,0.0,123.0
2190.62,1.0,120.0
2190.82,2.0,112.0
2191.02,3.0,112.0
2191.22,4.0,110.0
2191.42,5.0,115.0
2191.62,6.0,113.0
2191.83,7.0,109.0
2192.03,8.0,110.0
2192.23,9.0,108.0
2192.43,10.0,109.0
2192.63,11.0,110.0
2192.83,12.0,109.0
2193.04,13.0,111.0
2193.24,14.0,109.0
2193.44,15.0,107.0
2193.64,16.0,109.0
2193.84,17.0,110.0
2194.04,18.0,106.0
2194.25,19.0,106.0
2194.45,20.0,105.0
2194.65,21.0,108.0
2194.85,22.0,105.0
2195.05,23.0,102.0
2195.25,24.0,106.0
2195.46,25.0,103.0
2195.66,26.0,104.0
2195.86,27.0,102.0
2196.06,28.0,106.0
2196.26,29.0,106.0
2196.46,30.0,107.0
2196.67,31.0,105.0
2196.87,32.0,103.0
2197.07,33.0,101.0
2197.27,34.0,104.0
2197.47,35.0,103.0
2197.68,36.0,103.0
2197.88,37.0,101.0
2198.08,38.0,101.0
2198.28,39.0,100.0
2198.48,40.0,102.0
2198.68,41.0,101.0
2198.89,42.0,98.0
2199.09,43.0,103.0
2199.29,44.0,102.0
2199.49,45.0,105.0
2199.69,46.0,106.0
2199.89,47.0,113.0
2200.09,48.0,116.0
2200.3,49.0,127.0
2200.5,50.0,132.0
2200.7,51.0,146.0
2200.9,52.0,146.0
2201.1,53.0,183.0
2201.31,54.0,207.0
2201.51,55.0,278.0
2201.71,56.0,337.0
2201.91,57.0,346.0
2202.11,58.0,523.0
2202.31,59.0,8190.0
2202.52,60.0,584.0
2202.72,61.0,605.0
2202.92,62.0,431.0
2203.12,63.0,505.0
2203.32,64.0,513.0
2203.52,65.0,485.0
2203.73,66.0,444.0
2203.93,67.0,374.0
2204.13,68.0,400.0
2204.33,69.0,430.0
2204.53,70.0,409.0
2204.73,71.0,396.0
2204.94,72.0,305.0
2205.14,73.0,320.0
2205.34,74.0,329.0
2205.54,75.0,249.0
2205.74,76.0,236.0
2205.94,77.0,221.0
2206.15,78.0,167.0
2206.35,79.0,195.0
2206.55,80.0,132.0
2206.75,81.0,127.0
2206.95,82.0,124.0
2207.16,83.0,125.0
2207.36,84.0,123.0
2207.56,85.0,120.0
2207.76,86.0,119.0
2207.96,87.0,112.0
2208.16,88.0,132.0
2208.36,89.0,146.0
2208.57,90.0,144.0
2208.77,91.0,155.0
2208.97,90.0,144.0
2209.17,89.0,136.0
2209.37,88.0,135.0
2209.57,87.0,122.0
2209.78,86.0,122.0
2209.98,85.0,118.0
2210.18,84.0,127.0
2210.38,83.0,120.0
2210.58,82.0,116.0
2210.79,81.0,116.0
2210.99,80.0,132.0
2211.19,79.0,134.0
2211.39,78.0,155.0
2211.59,77.0,147.0
2211.79,76.0,187.0
2212.0,75.0,234.0
2212.2,74.0,219.0
2212.4,73.0,257.0
2212.6,72.0,336.0
2212.8,71.0,261.0
2213.0,70.0,364.0
2213.21,69.0,481.0
2213.41,68.0,415.0
2213.61,67.0,503.0
2213.81,66.0,439.0
2214.01,65.0,382.0
2214.21,64.0,463.0
2214.42,63.0,449.0
2214.62,62.0,469.0
2214.82,61.0,485.0
2215.02,60.0,568.0
2215.22,59.0,552.0
2215.42,58.0,513.0
2215.63,57.0,419.0
2215.83,56.0,294.0
2216.03,55.0,218.0
2216.23,54.0,192.0
2216.43,53.0,168.0
2216.63,52.0,154.0
2216.84,51.0,142.0
2217.04,50.0,132.0
2217.24,49.0,123.0
2217.44,48.0,115.0
2217.64,47.0,110.0
2217.84,46.0,104.0
2218.05,45.0,104.0
2218.25,44.0,101.0
2218.45,43.0,101.0
2218.65,42.0,100.0
2218.85,41.0,101.0
2219.06,40.0,101.0
2219.26,39.0,101.0
2219.46,38.0,102.0
2219.66,37.0,105.0
2219.86,36.0,104.0
2220.06,35.0,102.0
2220.27,34.0,103.0
2220.47,33.0,103.0
2220.67,32.0,102.0
2220.87,31.0,104.0
2221.07,30.0,104.0
2221.27,29.0,105.0
2221.47,28.0,104.0
2221.68,27.0,105.0
2221.88,26.0,103.0
2222.08,25.0,104.0
2222.28,24.0,104.0
2222.48,23.0,106.0
2222.69,22.0,104.0
2222.89,21.0,105.0
2223.09,20.0,106.0
2223.29,19.0,108.0
2223.49,18.0,108.0
2223.69,17.0,104.0
2223.9,16.0,108.0
2224.1,15.0,109.0
2224.3,14.0,109.0
2224.5,13.0,110.0
2224.7,12.0,109.0
2224.9,11.0,112.0
2225.11,10.0,112.0
2225.31,9.0,109.0
2225.51,8.0,112.0
2225.71,7.0,108.0
2225.91,6.0,110.0
2226.11,5.0,111.0
2226.32,4.0,115.0
2226.52,3.0,114.0
2226.72,2.0,118.0
2226.92,1.0,121.0
2227.12,0.0,125.0
2227.32,-1.0,123.0
2227.53,0.0,120.0
2227.73,1.0,121.0
2227.93,2.0,114.0
2228.13,3.0,115.0
2228.33,4.0,113.0
2228.53,5.0,112.0
2228.74,6.0,112.0
2228.94,7.0,110.0
2229.14,8.0,111.0
2229.34,9.0,111.0
2229.54,10.0,112.0
2229.74,11.0,110.0
2229.95,12.0,111.0
2230.15,13.0,108.0
2230.35,14.0,110.0
2230.55,15.0,108.0
2230.75,16.0,107.0
2230.95,17.0,107.0
2231.16,18.0,108.0
2231.36,19.0,108.0
2231.56,20.0,105.0
2231.76,21.0,106.0
2231.96,22.0,107.0
2232.16,23.0,106.0
2232.37,24.0,103.0
2232.57,25.0,104.0
2232.77,26.0,103.0
2232.97,27.0,104.0
2233.17,28.0,105.0
2233.37,29.0,103.0
2233.58,30.0,104.0
2233.78,31.0,103.0
2233.98,32.0,103.0
2234.18,33.0,104.0
2234.38,34.0,105.0
2234.58,35.0,103.0
2234.79,36.0,103.0
2234.99,37.0,101.0
2235.19,38.0,104.0
2235.39,39.0,102.0
2235.59,40.0,104.0
2235.79,41.0,100.0
2236.0,42.0,101.0
2236.2,43.0,101.0
2236.4,44.0,104.0
2236.6,45.0,104.0
2236.8,46.0,109.0
2237.0,47.0,108.0
2237.21,48.0,120.0
2237.41,49.0,120.0
2237.61,50.0,136.0
2237.81,51.0,148.0
2238.01,52.0,171.0
2238.22,53.0,165.0
2238.42,54.0,195.0
2238.62,55.0,187.0
2238.82,56.0,329.0
2239.02,57.0,364.0
2239.22,58.0,8190.0
2239.43,59.0,543.0
2239.63,60.0,600.0
2239.83,61.0,450.0
2240.03,62.0,8190.0
2240.23,63.0,644.0
2240.43,64.0,8191.0
2240.64,65.0,8190.0
2240.84,66.0,8190.0
2241.04,67.0,8191.0
2241.24,68.0,8190.0
2241.44,69.0,8191.0
2241.64,70.0,8190.0
2241.85,71.0,278.0
2242.05,72.0,282.0
2242.25,73.0,198.0
2242.45,74.0,180.0
2242.65,75.0,234.0
2242.85,76.0,154.0
2243.06,77.0,155.0
2243.26,78.0,131.0
2243.46,79.0,132.0
2243.66,80.0,121.0
2243.86,81.0,113.0
2244.06,82.0,118.0
2244.27,83.0,117.0
2244.47,84.0,116.0
2244.67,85.0,130.0
2244.87,86.0,125.0
2245.07,87.0,127.0
2245.27,88.0,123.0
2245.48,89.0,139.0
2245.68,90.0,153.0
2245.88,91.0,165.0
2246.08,90.0,156.0
2246.28,89.0,124.0
2246.49,88.0,142.0
2246.69,87.0,115.0
2246.89,86.0,111.0
2247.09,85.0,116.0
2247.29,84.0,118.0
2247.49,83.0,131.0
2247.7,82.0,110.0
2247.9,81.0,121.0
2248.1,80.0,128.0
2248.3,79.0,127.0
2248.5,78.0,145.0
2248.7,77.0,142.0
2248.91,76.0,147.0
2249.11,75.0,164.0
2249.31,74.0,153.0
2249.51,73.0,8190.0
2249.71,72.0,8190.0
2249.91,71.0,200.0
2250.12,70.0,8191.0
2250.32,69.0,8191.0
2250.52,68.0,8190.0
2250.72,67.0,8190.0
2250.92,66.0,8191.0
2251.12,65.0,8191.0
2251.33,64.0,8190.0
2251.53,63.0,8190.0
2251.73,62.0,661.0
2251.93,61.0,608.0
2252.13,60.0,8190.0
2252.34,59.0,576.0
2252.54,58.0,461.0
2252.74,57.0,355.0
2252.94,56.0,329.0
2253.14,55.0,209.0
2253.34,54.0,204.0
2253.55,53.0,164.0
2253.75,52.0,154.0
2253.95,51.0,140.0
2254.15,50.0,146.0
2254.35,49.0,128.0
2254.55,48.0,116.0
2254.75,47.0,109.0
2254.96,46.0,107.0
2255.16,45.0,107.0
2255.36,44.0,101.0
2255.56,43.0,103.0
2255.76,42.0,100.0
2255.97,41.0,100.0
2256.17,40.0,102.0
2256.37,39.0,101.0
2256.57,38.0,104.0
2256.77,37.0,103.0
2256.97,36.0,104.0
2257.18,35.0,102.0
2257.38,34.0,102.0
2257.58,33.0,104.0
2257.78,32.0,104.0
2257.98,31.0,104.0
2258.18,30.0,104.0
2258.39,29.0,103.0
2258.59,28.0,107.0
2258.79,27.0,107.0
2258.99,26.0,104.0
2259.19,25.0,105.0
2259.39,24.0,106.0
2259.6,23.0,102.0
2259.8,22.0,106.0
2260.0,21.0,108.0
2260.2,20.0,106.0
2260.4,19.0,106.0
2260.6,18.0,107.0
2260.81,17.0,108.0
2261.01,16.0,107.0
2261.21,15.0,107.0
2261.41,14.0,107.0
2261.61,13.0,108.0
2261.81,12.0,111.0
2262.02,11.0,111.0
2262.22,10.0,108.0
2262.42,9.0,114.0
2262.62,8.0,111.0
2262.82,7.0,112.0
2263.02,6.0,112.0
2263.23,5.0,111.0
2263.43,4.0,113.0
2263.63,3.0,114.0
2263.83,2.0,118.0
2264.03,1.0,118.0
2264.23,0.0,123.0
2264.44,-1.0,124.0
2264.64,0.0,124.0
2264.84,1.0,123.0
2265.04,2.0,112.0
2265.24,3.0,116.0
2265.44,4.0,114.0
2265.65,5.0,111.0
2265.85,6.0,110.0
2266.05,7.0,110.0
2266.25,8.0,110.0
2266.45,9.0,112.0
2266.65,10.0,110.0
2266.86,11.0,109.0
2267.06,12.0,110.0
2267.26,13.0,108.0
2267.46,14.0,110.0
2267.66,15.0,110.0
2267.86,16.0,107.0
2268.07,17.0,109.0
2268.27,18.0,105.0
2268.47,19.0,108.0
2268.67,20.0,107.0
2268.87,21.0,106.0
2269.07,22.0,106.0
2269.28,23.0,104.0
2269.48,24.0,105.0
2269.68,25.0,105.0
2269.88,26.0,105.0
2270.08,27.0,103.0
2270.28,28.0,105.0
2270.49,29.0,104.0
2270.69,30.0,102.0
2270.89,31.0,104.0
2271.09,32.0,101.0
2271.29,33.0,103.0
2271.5,34.0,102.0
2271.7,35.0,104.0
2271.9,36.0,104.0
2272.1,37.0,102.0
2272.3,38.0,104.0
2272.5,39.0,101.0
2272.7,40.0,102.0
2272.91,41.0,100.0
2273.11,42.0,100.0
2273.31,43.0,101.0
2273.51,44.0,106.0
2273.71,45.0,106.0
2273.91,46.0,106.0
2274.12,47.0,119.0
2274.32,48.0,117.0
2274.52,49.0,131.0
2274.72,50.0,131.0
2274.92,51.0,144.0
2275.13,52.0,153.0
2275.33,53.0,167.0
2275.53,54.0,166.0
2275.73,55.0,255.0
2275.93,56.0,247.0
2276.13,57.0,394.0
2276.34,58.0,433.0
2276.54,59.0,590.0
2276.74,60.0,553.0
2276.94,61.0,724.0
2277.14,62.0,593.0
2277.34,63.0,8191.0
2277.55,64.0,8190.0
2277.75,65.0,8191.0
2277.95,66.0,8190.0
2278.15,67.0,8191.0
2278.35,68.0,8190.0
2278.55,69.0,8190.0
2278.76,70.0,290.0
2278.96,71.0,221.0
2279.16,72.0,8190.0
2279.36,73.0,190.0
2279.56,74.0,194.0
2279.77,75.0,167.0
2279.97,76.0,144.0
2280.17,77.0,134.0
2280.37,78.0,135.0
2280.57,79.0,130.0
2280.77,80.0,130.0
2280.98,81.0,116.0
2281.18,82.0,112.0
2281.38,83.0,115.0
2281.58,84.0,125.0
2281.78,85.0,115.0
2281.98,86.0,131.0
2282.19,87.0,127.0
2282.39,88.0,139.0
2282.59,89.0,138.0
2282.79,90.0,155.0
2282.99,91.0,160.0
2283.19,90.0,168.0
2283.4,89.0,135.0
2283.6,88.0,135.0
2283.8,87.0,124.0
2284.0,86.0,126.0
2284.2,85.0,111.0
2284.4,84.0,118.0
2284.61,83.0,114.0
2284.81,82.0,112.0
2285.01,81.0,114.0
2285.21,80.0,131.0
2285.41,79.0,127.0
2285.61,78.0,128.0
2285.82,77.0,142.0
2286.02,76.0,162.0
2286.22,75.0,154.0
2286.42,74.0,174.0
2286.62,73.0,218.0
2286.82,72.0,286.0
2287.03,71.0,207.0
2287.23,70.0,8191.0
2287.43,69.0,8190.0
2287.63,68.0,8190.0
2287.83,67.0,8191.0
2288.03,66.0,8191.0
2288.24,65.0,8191.0
2288.44,64.0,375.0
2288.64,63.0,443.0
2288.84,62.0,422.0
2289.04,61.0,399.0
2289.25,60.0,494.0
2289.45,59.0,516.0
2289.65,58.0,408.0
2289.85,57.0,413.0
2290.05,56.0,293.0
2290.25,55.0,278.0
2290.46,54.0,215.0
2290.66,53.0,177.0
2290.86,52.0,159.0
2291.06,51.0,141.0
2291.26,50.0,131.0
2291.46,49.0,133.0
2291.67,48.0,122.0
2291.87,47.0,109.0
2292.07,46.0,105.0
2292.27,45.0,105.0
2292.47,44.0,101.0
2292.67,43.0,101.0
2292.88,42.0,98.0
2293.08,41.0,102.0
2293.28,40.0,101.0
2293.48,39.0,102.0
2293.68,38.0,103.0
2293.88,37.0,103.0
2294.09,36.0,103.0
2294.29,35.0,103.0
2294.49,34.0,103.0
2294.69,33.0,103.0
2294.89,32.0,104.0
2295.09,31.0,102.0
2295.3,30.0,101.0
2295.5,29.0,103.0
2295.7,28.0,104.0
2295.9,27.0,106.0
2296.1,26.0,104.0
2296.3,25.0,105.0
2296.51,24.0,104.0
2296.71,23.0,104.0
2296.91,22.0,108.0
2297.11,21.0,106.0
2297.31,20.0,108.0
2297.52,19.0,107.0
2297.72,18.0,105.0
2297.92,17.0,109.0
2298.12,16.0,111.0
2298.32,15.0,108.0
2298.52,14.0,110.0
2298.72,13.0,109.0
2298.93,12.0,111.0
2299.13,11.0,113.0
2299.33,10.0,111.0
2299.53,9.0,109.0
2299.73,8.0,112.0
2299.93,7.0,111.0
2300.14,6.0,110.0
2300.34,5.0,112.0
2300.54,4.0,114.0
2300.74,3.0,116.0
2300.94,2.0,116.0
2301.15,1.0,121.0
2301.35,0.0,122.0
2301.55,-1.0,121.0
2301.75,0.0,122.0
2301.95,1.0,121.0
2302.15,2.0,115.0
2302.35,3.0,113.0
2302.56,4.0,113.0
2302.76,5.0,111.0
2302.96,6.0,112.0
2303.16,7.0,113.0
2303.36,8.0,108.0
2303.56,9.0,112.0
2303.77,10.0,112.0
2303.97,11.0,111.0
2304.17,12.0,110.0
2304.37,13.0,109.0
2304.57,14.0,107.0
2304.77,15.0,107.0
2304.98,16.0,106.0
2305.18,17.0,108.0
2305.38,18.0,107.0
2305.58,19.0,108.0
2305.78,20.0,106.0
2305.98,21.0,108.0
2306.19,22.0,106.0
2306.39,23.0,107.0
2306.59,24.0,105.0
2306.79,25.0,104.0
2306.99,26.0,103.0
2307.19,27.0,103.0
2307.4,28.0,104.0
2307.6,29.0,103.0
2307.8,30.0,104.0
2308.0,31.0,104.0
2308.2,32.0,106.0
2308.41,33.0,104.0
2308.61,34.0,104.0
2308.81,35.0,105.0
2309.01,36.0,104.0
2309.21,37.0,105.0
2309.41,38.0,102.0
2309.62,39.0,102.0
2309.82,40.0,102.0
2310.02,41.0,100.0
2310.22,42.0,97.0
2310.42,43.0,103.0
2310.62,44.0,101.0
2310.83,45.0,105.0
2311.03,46.0,111.0
2311.23,47.0,108.0
2311.43,48.0,119.0
2311.63,49.0,126.0
2311.83,50.0,133.0
2312.04,51.0,146.0
2312.24,52.0,161.0
2312.44,53.0,162.0
2312.64,54.0,194.0
2312.84,55.0,230.0
2313.04,56.0,299.0
2313.25,57.0,377.0
2313.45,58.0,494.0
2313.65,59.0,548.0
2313.85,60.0,619.0
2314.05,61.0,594.0
2314.25,62.0,8191.0
2314.46,63.0,8190.0
2314.66,64.0,8191.0
2314.86,65.0,555.0
2315.06,66.0,8191.0
2315.26,67.0,8191.0
2315.46,68.0,8190.0
2315.67,69.0,8191.0
2315.87,70.0,8190.0
2316.07,71.0,247.0
2316.27,72.0,244.0
2316.47,73.0,175.0
2316.68,74.0,182.0
2316.88,75.0,164.0
2317.08,76.0,159.0
2317.28,77.0,138.0
2317.48,78.0,133.0
2317.68,79.0,133.0
2317.89,80.0,116.0
2318.09,81.0,121.0
2318.29,82.0,114.0
2318.49,83.0,125.0
2318.69,84.0,124.0
2318.89,85.0,116.0
2319.1,86.0,130.0
2319.3,87.0,123.0
2319.5,88.0,136.0
2319.7,89.0,127.0
2319.9,90.0,143.0
2320.1,91.0,171.0
2320.31,90.0,166.0
2320.51,89.0,146.0
2320.71,88.0,124.0
2320.91,87.0,130.0
2321.11,86.0,114.0
2321.31,85.0,125.0
2321.52,84.0,123.0
2321.72,83.0,132.0
2321.92,82.0,122.0
2322.12,81.0,124.0
2322.32,80.0,115.0
2322.52,79.0,127.0
2322.73,78.0,138.0
2322.93,77.0,151.0
2323.13,76.0,147.0
2323.33,75.0,144.0
2323.53,74.0,175.0
2323.73,73.0,202.0
2323.94,72.0,192.0
2324.14,71.0,177.0
2324.34,70.0,8190.0
2324.54,69.0,8191.0
2324.74,68.0,8190.0
2324.94,67.0,8191.0
2325.15,66.0,8191.0
2325.35,65.0,8191.0
2325.55,64.0,691.0
2325.75,63.0,8191.0
2325.95,62.0,8190.0
2326.16,61.0,670.0
2326.36,60.0,8190.0
2326.56,59.0,581.0
2326.76,58.0,499.0
2326.96,57.0,348.0
2327.16,56.0,370.0
2327.37,55.0,227.0
2327.57,54.0,219.0
2327.77,53.0,163.0
2327.97,52.0,153.0
2328.17,51.0,140.0
